index,checking_status,months_duration,credit_history,purpose,credit_amount,savings_status,employment_since,installment_rate,personal_status_sex,other_debtors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,target
136,no checking account,27,delay in past,car (used),8613,≥ 1000 DM,1 ≤ ... < 4 years,2,male: single,none,2,car or other (not in savings),27,none,own,2,skilled employee/official,1,none,yes,0
137,0 ≤ ... < 200 DM,12,existing credits paid duly till now,radio/television,766,500 ≤ ... < 1000 DM,1 ≤ ... < 4 years,4,male: single,none,3,real estate,66,none,own,1,unskilled - resident,1,none,yes,1
138,0 ≤ ... < 200 DM,15,critical account / other credits elsewhere,radio/television,2728,unknown / none,4 ≤ ... < 7 years,4,male: single,guarantor,2,real estate,35,bank,own,3,skilled employee/official,1,"yes, registered",yes,0
139,≥ 200 DM / salary assignment ≥ 1y,12,existing credits paid duly till now,radio/television,1881,< 100 DM,1 ≤ ... < 4 years,2,female: divorced/separated/married,none,2,car or other (not in savings),44,none,rent,1,unskilled - resident,1,"yes, registered",yes,0
140,≥ 200 DM / salary assignment ≥ 1y,6,existing credits paid duly till now,car (new),709,≥ 1000 DM,< 1 year,2,male: married/widowed,none,2,real estate,27,none,own,1,unemployed/unskilled - non-resident,1,none,no,0
141,0 ≤ ... < 200 DM,36,existing credits paid duly till now,radio/television,4795,< 100 DM,< 1 year,4,female: divorced/separated/married,none,1,unknown / none,30,none,own,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
142,< 0 DM,27,existing credits paid duly till now,radio/television,3416,< 100 DM,1 ≤ ... < 4 years,3,male: single,none,2,car or other (not in savings),27,none,own,1,management/self-employed/highly-qualified/officer,1,none,yes,0
143,< 0 DM,18,existing credits paid duly till now,furniture/equipment,2462,< 100 DM,1 ≤ ... < 4 years,2,male: single,none,2,car or other (not in savings),22,none,own,1,skilled employee/official,1,none,yes,1
144,no checking account,21,critical account / other credits elsewhere,furniture/equipment,2288,< 100 DM,< 1 year,4,female: divorced/separated/married,none,4,building-soc savings / life insurance,23,none,own,1,skilled employee/official,1,"yes, registered",yes,0
145,0 ≤ ... < 200 DM,48,all credits at this bank paid duly,business,3566,100 ≤ ... < 500 DM,4 ≤ ... < 7 years,4,male: single,none,2,car or other (not in savings),30,none,own,1,skilled employee/official,1,none,yes,0
146,< 0 DM,6,critical account / other credits elsewhere,car (new),860,< 100 DM,≥ 7 years,1,female: divorced/separated/married,none,4,unknown / none,39,none,own,2,skilled employee/official,1,"yes, registered",yes,0
147,no checking account,12,critical account / other credits elsewhere,car (new),682,100 ≤ ... < 500 DM,4 ≤ ... < 7 years,4,female: divorced/separated/married,none,3,car or other (not in savings),51,none,own,2,skilled employee/official,1,"yes, registered",yes,0
148,< 0 DM,36,critical account / other credits elsewhere,furniture/equipment,5371,< 100 DM,1 ≤ ... < 4 years,3,male: single,guarantor,2,building-soc savings / life insurance,28,none,own,2,skilled employee/official,1,none,yes,0
149,no checking account,18,critical account / other credits elsewhere,radio/television,1582,≥ 1000 DM,≥ 7 years,4,male: single,none,4,car or other (not in savings),46,none,own,2,skilled employee/official,1,none,yes,0
150,no checking account,6,existing credits paid duly till now,radio/television,1346,100 ≤ ... < 500 DM,≥ 7 years,2,male: single,none,4,unknown / none,42,bank,for free,1,skilled employee/official,2,"yes, registered",yes,0
151,no checking account,10,existing credits paid duly till now,radio/television,1924,< 100 DM,1 ≤ ... < 4 years,1,male: single,none,4,building-soc savings / life insurance,38,none,own,1,skilled employee/official,1,"yes, registered",no,0
152,≥ 200 DM / salary assignment ≥ 1y,36,existing credits paid duly till now,radio/television,5848,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,1,car or other (not in savings),24,none,own,1,skilled employee/official,1,none,yes,0
153,0 ≤ ... < 200 DM,24,critical account / other credits elsewhere,car (used),7758,≥ 1000 DM,≥ 7 years,2,female: divorced/separated/married,none,4,unknown / none,29,none,rent,1,skilled employee/official,1,none,yes,0
154,0 ≤ ... < 200 DM,24,delay in past,business,6967,100 ≤ ... < 500 DM,4 ≤ ... < 7 years,4,male: single,none,4,car or other (not in savings),36,none,rent,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
155,< 0 DM,12,existing credits paid duly till now,furniture/equipment,1282,< 100 DM,1 ≤ ... < 4 years,2,female: divorced/separated/married,none,4,car or other (not in savings),20,none,rent,1,skilled employee/official,1,none,yes,1
156,< 0 DM,9,critical account / other credits elsewhere,repairs,1288,100 ≤ ... < 500 DM,≥ 7 years,3,male: single,guarantor,4,real estate,48,none,own,2,skilled employee/official,2,none,no,0
157,< 0 DM,12,all credits at this bank paid duly,retraining,339,< 100 DM,≥ 7 years,4,male: married/widowed,none,1,car or other (not in savings),45,bank,own,1,unskilled - resident,1,none,yes,0
158,0 ≤ ... < 200 DM,24,existing credits paid duly till now,car (new),3512,100 ≤ ... < 500 DM,4 ≤ ... < 7 years,2,male: single,none,3,car or other (not in savings),38,bank,own,2,skilled employee/official,1,"yes, registered",yes,0
159,no checking account,6,critical account / other credits elsewhere,radio/television,1898,unknown / none,1 ≤ ... < 4 years,1,male: single,none,2,real estate,34,none,own,2,unskilled - resident,2,none,yes,0
160,no checking account,24,critical account / other credits elsewhere,radio/television,2872,100 ≤ ... < 500 DM,≥ 7 years,3,male: single,none,4,real estate,36,none,own,1,skilled employee/official,2,"yes, registered",yes,0
161,no checking account,18,critical account / other credits elsewhere,car (new),1055,< 100 DM,< 1 year,4,female: divorced/separated/married,none,1,building-soc savings / life insurance,30,none,own,2,skilled employee/official,1,none,yes,0
162,no checking account,15,existing credits paid duly till now,domestic appliances,1262,500 ≤ ... < 1000 DM,4 ≤ ... < 7 years,4,male: single,none,3,building-soc savings / life insurance,36,none,own,2,skilled employee/official,1,"yes, registered",yes,0
163,0 ≤ ... < 200 DM,10,existing credits paid duly till now,car (new),7308,< 100 DM,unemployed,2,male: single,none,4,unknown / none,70,bank,for free,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
164,no checking account,36,existing credits paid duly till now,car (new),909,500 ≤ ... < 1000 DM,≥ 7 years,4,male: single,none,4,building-soc savings / life insurance,36,none,own,1,skilled employee/official,1,none,yes,0
165,no checking account,6,existing credits paid duly till now,furniture/equipment,2978,500 ≤ ... < 1000 DM,1 ≤ ... < 4 years,1,male: single,none,2,car or other (not in savings),32,none,own,1,skilled employee/official,1,"yes, registered",yes,0
166,< 0 DM,18,existing credits paid duly till now,furniture/equipment,1131,< 100 DM,unemployed,4,female: divorced/separated/married,none,2,car or other (not in savings),33,none,own,1,skilled employee/official,1,none,yes,1
167,0 ≤ ... < 200 DM,11,existing credits paid duly till now,furniture/equipment,1577,≥ 1000 DM,< 1 year,4,female: divorced/separated/married,none,1,real estate,20,none,own,1,skilled employee/official,1,none,yes,0
168,no checking account,24,existing credits paid duly till now,furniture/equipment,3972,< 100 DM,4 ≤ ... < 7 years,2,female: divorced/separated/married,none,4,building-soc savings / life insurance,25,none,rent,1,skilled employee/official,1,"yes, registered",yes,0
169,0 ≤ ... < 200 DM,24,critical account / other credits elsewhere,business,1935,< 100 DM,≥ 7 years,4,male: divorced/separated,none,4,real estate,31,none,own,2,skilled employee/official,1,"yes, registered",yes,1
170,< 0 DM,15,no credits / all paid duly,car (new),950,< 100 DM,≥ 7 years,4,male: single,none,3,car or other (not in savings),33,none,rent,2,skilled employee/official,2,none,yes,1
171,no checking account,12,existing credits paid duly till now,furniture/equipment,763,< 100 DM,1 ≤ ... < 4 years,4,female: divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee/official,1,"yes, registered",yes,0
172,0 ≤ ... < 200 DM,24,delay in past,furniture/equipment,2064,< 100 DM,unemployed,3,female: divorced/separated/married,none,2,building-soc savings / life insurance,34,none,own,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
173,0 ≤ ... < 200 DM,8,existing credits paid duly till now,radio/television,1414,< 100 DM,1 ≤ ... < 4 years,4,male: single,guarantor,2,real estate,33,none,own,1,skilled employee/official,1,none,no,0
174,< 0 DM,21,delay in past,education,3414,< 100 DM,< 1 year,2,male: single,none,1,building-soc savings / life insurance,26,none,own,2,skilled employee/official,1,none,yes,1
175,no checking account,30,all credits at this bank paid duly,car (used),7485,unknown / none,unemployed,4,female: divorced/separated/married,none,1,real estate,53,bank,own,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
176,< 0 DM,12,existing credits paid duly till now,furniture/equipment,2577,< 100 DM,1 ≤ ... < 4 years,2,male: divorced/separated,none,1,car or other (not in savings),42,none,own,1,skilled employee/official,1,none,yes,0
177,< 0 DM,6,critical account / other credits elsewhere,radio/television,338,500 ≤ ... < 1000 DM,≥ 7 years,4,male: single,none,4,car or other (not in savings),52,none,own,2,skilled employee/official,1,none,yes,0
178,no checking account,12,existing credits paid duly till now,radio/television,1963,< 100 DM,4 ≤ ... < 7 years,4,male: single,none,2,car or other (not in savings),31,none,rent,2,management/self-employed/highly-qualified/officer,2,"yes, registered",yes,0
179,< 0 DM,21,critical account / other credits elsewhere,car (new),571,< 100 DM,≥ 7 years,4,male: single,none,4,real estate,65,none,own,2,skilled employee/official,1,none,yes,0
180,no checking account,36,delay in past,business,9572,< 100 DM,< 1 year,1,male: divorced/separated,none,1,car or other (not in savings),28,none,own,2,skilled employee/official,1,none,yes,1
181,0 ≤ ... < 200 DM,36,delay in past,business,4455,< 100 DM,1 ≤ ... < 4 years,2,male: divorced/separated,none,2,real estate,30,stores,own,2,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
182,< 0 DM,21,all credits at this bank paid duly,car (new),1647,unknown / none,1 ≤ ... < 4 years,4,male: single,none,2,building-soc savings / life insurance,40,none,own,2,unskilled - resident,2,none,yes,1
183,no checking account,24,critical account / other credits elsewhere,furniture/equipment,3777,≥ 1000 DM,1 ≤ ... < 4 years,4,male: single,none,4,real estate,50,none,own,1,skilled employee/official,1,"yes, registered",yes,0
184,0 ≤ ... < 200 DM,18,critical account / other credits elsewhere,car (new),884,< 100 DM,≥ 7 years,4,male: single,none,4,car or other (not in savings),36,bank,own,1,skilled employee/official,2,"yes, registered",yes,1
185,no checking account,15,critical account / other credits elsewhere,radio/television,1360,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,2,building-soc savings / life insurance,31,none,own,2,skilled employee/official,1,none,yes,0
186,0 ≤ ... < 200 DM,9,all credits at this bank paid duly,car (used),5129,< 100 DM,≥ 7 years,2,female: divorced/separated/married,none,4,unknown / none,74,bank,for free,1,management/self-employed/highly-qualified/officer,2,"yes, registered",yes,1
187,0 ≤ ... < 200 DM,16,critical account / other credits elsewhere,car (new),1175,< 100 DM,unemployed,2,male: single,none,3,car or other (not in savings),68,none,for free,3,unemployed/unskilled - non-resident,1,"yes, registered",yes,0
188,< 0 DM,12,existing credits paid duly till now,radio/television,674,100 ≤ ... < 500 DM,4 ≤ ... < 7 years,4,male: married/widowed,none,1,building-soc savings / life insurance,20,none,own,1,skilled employee/official,1,none,yes,1
189,0 ≤ ... < 200 DM,18,no credits / all paid duly,furniture/equipment,3244,< 100 DM,1 ≤ ... < 4 years,1,female: divorced/separated/married,none,4,car or other (not in savings),33,bank,own,2,skilled employee/official,1,"yes, registered",yes,0
190,no checking account,24,existing credits paid duly till now,business,4591,≥ 1000 DM,1 ≤ ... < 4 years,2,male: single,none,3,building-soc savings / life insurance,54,none,own,3,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
191,0 ≤ ... < 200 DM,48,no credits / all paid duly,business,3844,100 ≤ ... < 500 DM,4 ≤ ... < 7 years,4,male: single,none,4,unknown / none,34,none,for free,1,unskilled - resident,2,none,yes,1
192,0 ≤ ... < 200 DM,27,existing credits paid duly till now,business,3915,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,2,car or other (not in savings),36,none,own,1,skilled employee/official,2,"yes, registered",yes,1
193,no checking account,6,existing credits paid duly till now,radio/television,2108,< 100 DM,4 ≤ ... < 7 years,2,male: married/widowed,none,2,real estate,29,none,rent,1,skilled employee/official,1,none,yes,0
194,0 ≤ ... < 200 DM,45,existing credits paid duly till now,radio/television,3031,100 ≤ ... < 500 DM,1 ≤ ... < 4 years,4,male: single,guarantor,4,building-soc savings / life insurance,21,none,rent,1,skilled employee/official,1,none,yes,1
195,0 ≤ ... < 200 DM,9,critical account / other credits elsewhere,education,1501,< 100 DM,≥ 7 years,2,female: divorced/separated/married,none,3,car or other (not in savings),34,none,own,2,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
196,no checking account,6,critical account / other credits elsewhere,radio/television,1382,< 100 DM,1 ≤ ... < 4 years,1,female: divorced/separated/married,none,1,car or other (not in savings),28,none,own,2,skilled employee/official,1,"yes, registered",yes,0
197,0 ≤ ... < 200 DM,12,existing credits paid duly till now,furniture/equipment,951,100 ≤ ... < 500 DM,< 1 year,4,female: divorced/separated/married,none,4,car or other (not in savings),27,bank,rent,4,skilled employee/official,1,none,yes,1
198,0 ≤ ... < 200 DM,24,existing credits paid duly till now,car (used),2760,unknown / none,≥ 7 years,4,male: single,none,4,unknown / none,36,bank,for free,1,skilled employee/official,1,"yes, registered",yes,0
